level9;disableCompressibilityTesting;compression;level;level5;encryption;level2;unlimitedWindowSize;level1;compressionLrzip;level3;level4;compressionBzip2;level6;level7;level8;compressionLzo;root;compressionZpaq;compressionGzip;Performance
0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;1179410.0
0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1183670.0
0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;60110.0
0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;50590.0
0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;64910.0
0;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;1;1;0;0;61690.0
0;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;50600.0
0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;62120.0
0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;61870.0
0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;49640.0
0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;57750.0
0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;64130.0
0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;52190.0
0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;63590.0
0;0;1;1;0;1;0;1;0;0;0;0;0;0;1;0;1;1;0;0;65100.0
0;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;52930.0
0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;64570.0
0;0;1;1;0;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;268620.0
0;1;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;257260.0
0;1;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;268330.0
0;0;1;1;0;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0;268560.0
0;1;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;262800.0
0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;268830.0
0;0;1;1;0;1;0;1;0;0;0;0;1;1;0;0;0;1;0;0;259470.0
0;1;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;248530.0
0;1;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;259530.0
0;0;1;1;0;1;0;1;1;0;0;0;1;0;0;0;0;1;0;0;212659.0
0;1;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;207830.0
0;1;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;214970.0
0;0;1;1;0;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;225740.0
0;1;1;1;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;214010.0
0;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;224880.0
0;0;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;250520.0
0;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;240350.0
0;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;250660.0
0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;64640.0
0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;51150.0
0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;62210.0
0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;0;0;1;1;0;681430.0
0;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;673780.0
0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;679100.0
0;0;1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;1;0;0;295410.0
0;1;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;284170.0
0;1;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;296210.0
0;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;223860.0
0;1;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;234460.0
0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;0;1;1;0;0;58050.0
0;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;47560.0
0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;61350.0
0;0;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;0;2289050.0
0;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;2275940.0
0;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;350440.0
0;1;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;338270.0
0;1;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;350440.0
0;0;1;1;0;1;0;1;0;0;0;1;1;0;0;0;0;1;0;0;242800.0
0;1;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;232120.0
0;1;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;244100.0
0;0;1;1;0;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;61000.0
0;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;47680.0
0;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;59970.0
1;0;1;1;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;276740.0
1;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;265720.0
1;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;272930.0
1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;64550.0
1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;52800.0
1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;64670.0
1;1;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;832650.0
0;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;218000.0
0;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;682360.0
0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;685410.0
0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;92800.0
0;1;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;216030.0
0;1;1;1;0;1;0;1;0;1;0;0;0;1;0;0;0;1;0;0;394700.0
0;1;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;1;1;0;2272890.0
1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;5765570.0
1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;208620.0
0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;118090.0
0;1;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;139300.0
0;1;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;107550.0
0;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;1;89350.0
0;1;1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;1;155300.0
0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;1;200050.0
0;1;1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;1;1;0;2274210.0
0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;2280880.0
0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;1;0;1;1;0;5588490.0
0;1;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;351120.0
0;1;1;1;0;1;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1065840.0
0;1;1;1;0;1;0;1;0;1;0;0;0;0;0;1;0;1;0;0;1181340.0
0;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;65400.0
0;1;1;1;0;1;0;1;0;0;0;0;0;1;0;0;1;1;0;0;61880.0
0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;60850.0
0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;65070.0
0;1;1;1;0;1;0;1;0;0;0;0;0;0;1;0;1;1;0;0;64570.0
0;1;1;1;0;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;266870.0
0;1;1;1;0;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0;272830.0
0;1;1;1;0;1;0;1;0;0;0;0;1;1;0;0;0;1;0;0;255810.0
0;1;1;1;0;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;225540.0
0;1;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;252110.0
0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;62270.0
0;1;1;1;0;1;0;1;0;0;1;0;0;0;0;0;0;1;1;0;686140.0
0;1;1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;1;0;0;294370.0
0;1;1;1;0;1;0;1;0;0;1;0;1;0;0;0;0;1;0;0;234680.0
0;1;1;1;0;1;0;1;0;0;1;0;0;0;0;0;1;1;0;0;61680.0
0;1;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;0;2277300.0
0;1;1;1;0;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;350470.0
0;1;1;1;0;1;0;1;0;0;0;1;1;0;0;0;0;1;0;0;243550.0
0;1;1;1;0;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;60850.0
1;1;1;1;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;278140.0
1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;64270.0
